OverallQual,TotalArea,GarageCars,PropertyAge,MSSubClass,MSZoning,Neighborhood,HasPorch,HasDeck,LotConfig,HouseStyle,SaleType,SaleCondition,SalePrice
5,3136,1,60,40,RL,12,1,0,Inside,1Story,WD,Normal,133000
5,2938,1,68,50,RM,8,0,1,Inside,1.5Fin,WD,Abnorml,66500
8,6404,2,0,60,FV,6,1,1,Inside,2Story,New,Partial,303477
4,3144,2,44,20,RL,5,0,0,Inside,1Story,WD,Normal,132250
9,5910,3,5,60,RL,11,0,1,Inside,2Story,WD,Normal,350000
5,3419,2,49,85,RL,10,0,1,Inside,SFoyer,WD,Normal,148000
5,2592,1,31,20,RL,1,0,0,CulDSac,1Story,WD,Normal,136500
5,3270,2,2,20,RL,16,1,0,Inside,1Story,WD,Normal,157000
7,4590,2,17,50,RL,17,1,1,CulDSac,1.5Fin,WD,Normal,187500
6,3994,2,17,60,RL,18,1,1,Corner,2Story,WD,Normal,178000
4,4774,1,94,75,RL,24,1,0,Inside,2.5Fin,WD,Normal,118500
5,2676,1,42,20,RL,12,0,0,Inside,1Story,WD,Normal,100000
9,5116,2,9,120,FV,6,1,1,CulDSac,1Story,CWD,Abnorml,328900
5,5050,2,47,90,RL,12,1,1,Corner,1Story,WD,Family,145000
5,3602,1,53,50,RL,16,1,1,Inside,1.5Fin,WD,Normal,135500
8,6651,2,37,20,RL,12,1,1,Inside,1Story,WD,Normal,268000
6,4515,2,56,20,RL,12,1,0,Inside,1Story,WD,Normal,149500
5,2520,2,58,50,RL,12,0,0,Corner,1.5Fin,WD,Normal,122900
6,4284,2,31,60,RL,10,0,1,Inside,2Story,WD,Normal,172500
6,3195,1,43,20,RL,10,0,1,Inside,1Story,WD,Normal,154500
5,4149,1,54,20,RL,10,1,1,Inside,1Story,WD,Normal,165000
5,3070,2,30,90,RL,13,0,0,Inside,1Story,WD,Alloca,118858
6,4372,2,45,60,RL,12,1,0,Inside,2Story,WD,Normal,140000
4,2853,1,70,30,RM,14,1,0,Inside,1Story,WD,Abnorml,106500
5,4480,2,30,90,RL,13,0,1,Inside,2Story,WD,Alloca,142953
9,7058,3,1,20,RL,11,1,0,Inside,1Story,New,Partial,611657
5,3384,1,45,20,RL,10,0,0,Inside,1Story,WD,Normal,135000
4,2574,1,36,20,RL,12,0,0,Inside,1Story,WD,Normal,110000
5,3604,1,52,20,RL,12,0,0,Inside,1Story,WD,Normal,153000
7,3801,2,3,60,RL,18,1,0,Inside,2Story,WD,Normal,180000
7,5010,3,0,20,RL,18,1,1,CulDSac,1Story,New,Partial,240000
5,2680,1,40,20,RL,10,0,0,Inside,1Story,WD,Normal,125500
5,3182,1,56,20,RL,12,1,0,Inside,1Story,WD,Normal,128000
8,4895,3,1,20,RL,6,1,0,Corner,1Story,WD,Normal,255000
7,5131,1,70,50,RL,3,1,0,Inside,1.5Fin,WD,Normal,250000
5,2668,2,23,20,RL,5,0,1,Inside,1Story,WD,Normal,131000
6,3710,2,4,60,RL,18,1,1,Inside,2Story,WD,Normal,174000
5,5653,2,50,90,RL,12,0,0,Corner,2Story,WD,Normal,154300
5,3804,1,32,20,RL,1,0,1,CulDSac,1Story,WD,Normal,143500
5,2798,1,81,30,RM,9,1,0,Inside,1Story,WD,Abnorml,88000
5,5005,3,58,90,RH,3,0,0,Inside,2Story,WD,Normal,145000
6,3060,2,0,160,FV,6,1,0,Inside,2Story,New,Partial,173733
4,2730,1,37,160,RM,15,0,0,Inside,2Story,WD,Normal,75000
2,1440,1,57,20,C (all),14,0,0,Inside,1Story,WD,Abnorml,35311
4,3592,1,53,20,RL,16,0,0,Inside,1Story,WD,Normal,135000
7,5358,3,16,60,RL,13,1,1,Corner,2Story,WD,Normal,238000
6,4012,2,50,20,RL,12,1,0,Corner,1Story,WD,Normal,176500
6,4370,2,13,60,RL,13,1,1,Inside,2Story,WD,Normal,201000
5,5672,0,108,90,RL,16,1,0,Inside,1.5Fin,WD,Normal,145900
6,3948,2,1,20,RL,18,1,1,Inside,1Story,New,Partial,169990
6,4838,2,15,120,RL,13,1,0,Inside,1Story,WD,Normal,193000
6,5058,2,26,20,RL,7,1,1,Inside,1Story,WD,Normal,207500
5,3378,2,31,20,RL,7,0,1,Corner,1Story,WD,Abnorml,175000
8,5929,3,4,60,RL,11,1,1,Inside,2Story,WD,Normal,285000
7,4788,2,40,60,RL,7,1,0,Inside,2Story,WD,Normal,176000
8,5329,2,8,20,RL,1,1,1,Inside,1Story,WD,Normal,236500
7,5436,2,9,60,RL,18,0,0,Corner,2Story,WD,Normal,222000
8,4398,3,2,20,RL,17,1,1,Inside,1Story,WD,Normal,201000
5,2775,1,44,20,RL,12,0,0,Inside,1Story,WD,Normal,117500
9,5715,3,1,20,RL,6,1,0,Corner,1Story,WD,Normal,320000
7,4500,2,5,20,RL,1,1,1,FR2,1Story,WD,Normal,190000
7,4723,2,48,20,RL,12,0,0,Inside,1Story,WD,Normal,242000
4,2094,2,80,30,RL,9,1,0,Inside,1Story,WD,Normal,79900
7,3576,2,6,20,RL,13,1,0,Inside,1Story,WD,Normal,184900
7,5055,2,4,60,RL,6,1,0,Inside,2Story,WD,Normal,253000
7,5315,3,0,60,RL,1,1,0,Inside,2Story,New,Partial,239799
7,5838,1,70,70,RL,20,1,1,Inside,2Story,COD,Normal,244400
6,5184,2,30,90,RL,5,0,1,Inside,1Story,WD,Normal,150900
7,5112,2,10,60,RL,18,1,0,FR2,2Story,WD,Normal,214000
4,4320,0,30,90,RL,16,0,1,Inside,1Story,Oth,Abnorml,150000
5,4896,2,40,90,RL,5,0,0,Inside,1Story,WD,Normal,143000
6,3507,2,51,20,RL,17,1,0,CulDSac,SLvl,COD,Abnorml,137500
5,4706,2,119,50,RM,8,1,1,Corner,1.5Fin,WD,Normal,124900
5,3432,1,47,80,RL,12,0,1,Inside,SLvl,WD,Normal,143000
8,4874,3,5,20,RL,17,1,0,Inside,1Story,WD,Normal,270000
7,4488,2,4,60,RL,1,1,1,Inside,2Story,WD,Normal,192500
6,3923,2,38,20,RL,7,0,0,Inside,1Story,WD,Normal,197500
5,2592,2,57,20,RL,12,0,1,Inside,1Story,WD,Normal,129000
5,2758,1,41,20,RH,13,0,1,Corner,1Story,WD,Abnorml,119900
5,2304,1,37,85,RL,1,0,1,Inside,SFoyer,WD,Normal,133900
5,4720,2,39,60,RL,5,1,1,Inside,2Story,WD,Normal,172000
6,2905,0,31,90,RL,16,0,0,CulDSac,SFoyer,WD,AdjLand,127500
6,4895,2,61,90,RH,3,0,0,Inside,2Story,WD,Normal,145000
6,3019,2,29,160,RM,25,0,1,Inside,2Story,WD,Normal,124000
5,3171,2,45,20,RL,10,0,0,Inside,1Story,WD,Normal,132000
7,4011,2,4,20,RL,1,1,0,Inside,1Story,WD,Normal,185000
7,3528,2,11,160,FV,6,1,0,FR2,2Story,WD,Normal,155000
5,2574,0,52,20,RL,9,0,1,Inside,1Story,WD,Normal,116500
6,7074,2,31,60,RL,7,1,1,Corner,2Story,WD,Normal,272000
6,3900,2,31,160,RL,21,0,1,Corner,2Story,WD,Normal,155000
9,5400,2,2,20,RL,1,1,1,Corner,1Story,WD,Normal,239000
7,4605,2,8,60,RL,17,1,0,Corner,2Story,WD,Normal,214900
6,3751,2,2,60,RL,18,1,0,Inside,2Story,New,Partial,178900
5,3344,1,69,50,RL,3,1,0,Inside,1.5Fin,WD,Normal,160000
5,3294,1,53,20,RL,12,0,0,Inside,1Story,WD,Normal,135000
3,2536,0,99,50,RM,8,0,0,Inside,1.5Fin,WD,Abnorml,37900
6,2778,1,48,190,RL,12,0,0,Inside,SLvl,ConLD,Normal,140000
4,3104,0,57,50,RL,12,0,0,Inside,1.5Fin,WD,Abnorml,135000
7,4016,2,6,160,RL,11,1,0,Inside,2Story,WD,Normal,173000
6,2754,1,31,120,RL,13,0,1,Inside,1Story,WD,Normal,99500
7,4284,2,1,20,FV,6,1,0,Corner,1Story,New,Partial,182000
7,4766,2,99,70,RL,9,1,1,Corner,2Story,WD,Normal,167500
7,3437,2,6,160,FV,6,1,1,FR2,2Story,WD,Normal,165000
4,2178,0,83,30,RL,9,0,0,Inside,1Story,WD,Normal,85500
7,3723,2,1,120,FV,6,1,0,Inside,1Story,New,Partial,199900
4,2682,2,53,20,RL,16,0,0,Inside,1Story,WD,Abnorml,110000
5,3363,2,46,20,RL,10,1,0,Corner,1Story,WD,Normal,139000
7,2942,2,47,85,RL,12,1,1,Corner,SFoyer,WD,Normal,178400
8,6449,3,11,60,RL,4,0,1,Corner,2Story,WD,Normal,336000
7,3798,2,1,20,RL,22,1,1,Inside,1Story,WD,Normal,159895
8,5708,2,6,60,RL,1,0,0,Corner,2Story,WD,Normal,255900
5,3468,2,32,90,RL,5,0,0,Inside,1.5Fin,COD,Normal,126000
5,3492,1,58,190,RL,16,1,0,Inside,1Story,ConLD,Normal,125000
6,3755,1,96,50,RM,8,0,1,Corner,1.5Fin,WD,Normal,117000
9,5810,3,1,20,RL,11,1,1,Inside,1Story,New,Partial,395192
6,4908,2,31,60,RL,7,1,0,Inside,2Story,WD,Normal,195000
7,3922,2,0,60,FV,6,1,0,Inside,2Story,New,Partial,197000
8,6180,3,9,60,RL,4,1,0,Inside,2Story,WD,Normal,348000
8,4400,2,127,70,RM,8,1,0,Corner,2Story,WD,Normal,168000
6,4524,2,43,60,RL,12,1,1,Inside,2Story,WD,Normal,187000
6,3750,2,1,60,RL,1,1,0,Inside,2Story,New,Partial,173900
10,5136,3,3,20,RL,11,1,1,FR2,1Story,WD,Normal,337500
4,3207,1,60,50,RL,9,1,0,Inside,1.5Fin,WD,Abnorml,121600
5,3150,1,45,20,RL,12,1,0,Inside,1Story,COD,Normal,136500
6,4326,2,39,20,RL,7,0,1,Inside,1Story,WD,Normal,185000
3,3161,1,84,30,RM,14,1,0,Inside,1Story,WD,Normal,91000
7,3603,2,4,20,RL,1,1,1,Inside,1Story,WD,Normal,206000
3,1888,2,57,20,RL,16,0,0,Corner,1Story,WD,Normal,82000
5,2073,1,87,30,RL,8,1,0,Corner,1Story,WD,Abnorml,86000
8,4722,3,2,20,RL,6,1,1,Inside,1Story,WD,Normal,232000
5,5040,2,31,90,RL,7,0,0,Corner,1Story,WD,Normal,136905
7,4354,2,4,120,RL,22,0,1,Inside,1Story,WD,Normal,181000
5,2955,1,31,80,RL,1,0,1,Inside,SLvl,WD,Normal,149900
6,4971,2,37,20,RL,12,1,0,Inside,1Story,WD,Normal,163500
4,2730,1,39,160,RM,15,0,1,Inside,2Story,WD,Normal,88000
7,5130,2,5,20,RL,5,1,1,CulDSac,1Story,WD,Normal,240000
5,3538,0,80,50,RL,24,1,0,Inside,1.5Fin,WD,Normal,102000
5,3262,1,60,50,RL,10,1,0,Inside,1.5Fin,WD,Normal,135000
5,3328,0,45,90,RL,16,0,0,Inside,1Story,WD,Normal,100000
6,3606,1,84,70,RL,3,1,1,Inside,2Story,WD,Normal,165000
5,3066,1,99,30,RM,8,1,0,Inside,1Story,WD,Normal,85000
6,3246,1,59,20,RL,12,1,0,Inside,1Story,WD,Normal,119200
8,4140,2,8,60,RL,7,1,0,Inside,2Story,WD,Normal,227000
7,4512,2,13,20,RL,1,1,1,Inside,1Story,WD,Normal,203000
8,3940,2,25,120,RL,19,0,1,CulDSac,1Story,COD,Abnorml,187500
7,3328,2,16,80,RL,18,0,1,FR2,SLvl,WD,Normal,160000
7,4374,2,1,120,RL,22,1,1,Inside,1Story,WD,Normal,213490
4,3396,2,3,20,RL,16,1,1,Inside,1Story,WD,Normal,176000
7,3639,2,0,20,RL,1,1,1,Inside,1Story,New,Partial,194000
5,3408,1,77,50,RM,8,1,0,Inside,1.5Fin,WD,Normal,87000
7,4354,2,3,120,RL,22,1,1,Inside,1Story,WD,Normal,191000
8,7361,2,32,20,RL,17,1,0,Corner,1Story,COD,Abnorml,287000
5,2646,2,35,20,RL,1,0,1,Corner,1Story,WD,Normal,112500
5,3796,2,50,20,RL,12,1,0,Inside,1Story,WD,Normal,167500
8,4930,3,1,20,RL,17,1,1,Inside,1Story,New,Partial,293077
5,3520,1,66,50,RL,12,0,0,Inside,1.5Fin,WD,Normal,105000
6,3108,1,34,160,RM,23,1,0,Inside,2Story,WD,Normal,118000
5,4542,0,90,190,RH,24,1,0,Inside,2Story,WD,Normal,160000
7,6591,2,89,75,RL,24,1,1,Corner,2.5Fin,WD,Normal,197000
8,6378,3,13,60,RL,4,1,1,Corner,2Story,WD,Abnorml,310000
7,4962,3,4,20,RL,1,1,0,Inside,1Story,WD,Normal,230000
5,2828,1,69,30,RL,3,0,0,Inside,1Story,WD,Normal,119750
4,1690,1,52,20,RL,16,0,1,CulDSac,1Story,WD,Normal,84000
9,4860,3,2,20,RL,17,0,1,Inside,1Story,WD,Normal,315500
8,5581,2,7,60,RL,1,1,0,Inside,2Story,WD,Normal,287000
4,3234,0,39,160,RM,15,0,0,Inside,2Story,WD,Normal,97000
4,1890,1,39,180,RM,15,0,0,Inside,SFoyer,WD,Normal,80000
5,4740,2,49,20,RL,10,0,0,Corner,1Story,WD,Normal,155000
6,4064,2,42,60,RL,7,1,0,Inside,2Story,WD,Normal,173000
6,3918,2,4,120,RL,11,1,1,Inside,1Story,WD,Normal,196000
7,6133,2,18,60,RL,13,1,1,Inside,2Story,WD,Normal,262280
8,7572,2,28,20,RL,7,1,1,Inside,1Story,WD,Normal,278000
3,3466,2,54,20,RL,16,0,0,CulDSac,1Story,WD,Normal,139600
9,7728,3,1,60,RL,19,1,1,Inside,2Story,New,Partial,556581
5,2970,2,14,20,RL,1,0,0,Inside,1Story,WD,Normal,145000
5,3542,2,49,20,RL,5,0,0,Inside,1Story,WD,Normal,115000
4,1860,1,64,20,RL,16,0,0,Inside,1Story,WD,Abnorml,84900
7,3906,2,0,20,RL,18,1,0,Inside,1Story,New,Partial,176485
7,3948,2,0,20,RL,1,1,0,Corner,1Story,New,Partial,200141
6,4770,2,43,60,RL,12,1,0,Corner,2Story,WD,Normal,165000
5,4268,1,53,20,RL,16,1,1,Inside,1Story,WD,Normal,144500
8,5043,2,4,60,RL,1,1,1,Corner,2Story,WD,Normal,255000
6,4239,2,32,20,RL,7,1,0,Inside,1Story,COD,Abnorml,180000
7,4092,2,1,120,RL,11,1,1,Inside,1Story,WD,Normal,185850
7,4673,2,15,60,RL,4,1,1,FR2,2Story,WD,Normal,248000
9,5472,3,1,60,RL,11,1,0,Inside,2Story,WD,Normal,335000
6,4836,2,75,50,RL,3,1,0,Corner,1.5Fin,WD,Normal,220000
8,4014,2,9,120,RL,19,1,0,Inside,1Story,WD,Normal,213500
3,2682,3,73,30,C (all),14,1,0,Inside,1Story,ConLD,Normal,81000
5,5336,2,107,190,RM,8,1,0,Inside,2Story,WD,Normal,90000
6,3309,2,81,30,RM,8,1,1,Inside,1Story,WD,Normal,110500
5,3462,2,43,20,RL,12,1,0,CulDSac,1Story,WD,Normal,154000
7,5826,2,14,60,RL,20,1,1,Inside,2Story,WD,Normal,328000
6,3941,2,16,60,RL,18,1,0,Inside,2Story,WD,Normal,178000
6,4002,2,44,60,RL,12,1,1,Inside,2Story,WD,Normal,167900
6,5984,2,33,160,RM,15,1,1,Inside,2Story,WD,Normal,151400
5,2631,2,58,45,RL,12,0,0,Inside,1.5Unf,WD,Normal,135000
5,3144,1,51,20,RL,12,1,0,Inside,1Story,WD,Normal,135000
6,3839,2,41,60,RL,7,0,0,Inside,2Story,WD,Normal,154000
5,3722,1,58,50,RL,16,0,0,Inside,1.5Fin,WD,Normal,91500
6,3542,2,32,60,RL,16,0,1,Corner,2Story,WD,Normal,159500
7,3720,3,1,20,RL,1,1,1,Inside,1Story,WD,Normal,194000
7,4280,1,67,70,RL,3,0,0,Inside,2Story,CWD,Normal,219500
5,3728,2,70,50,RL,8,1,1,Inside,1.5Fin,WD,Normal,170000
5,3288,1,37,20,RL,12,1,1,Corner,1Story,WD,Abnorml,138800
6,2544,2,2,120,RM,1,0,1,Inside,1Story,WD,Normal,155900
5,2970,1,13,20,RL,1,1,0,Inside,1Story,WD,Normal,126000
6,3774,2,37,20,RL,7,1,1,Inside,1Story,COD,Abnorml,145000
5,3120,1,47,20,RL,10,1,0,Corner,1Story,WD,Normal,133000
7,4377,2,5,20,RL,1,1,1,Inside,1Story,WD,Normal,192000
6,3753,1,42,20,RL,12,1,0,Inside,1Story,WD,Normal,160000
6,3687,2,11,60,RL,18,1,1,Corner,2Story,WD,Normal,187500
6,2928,2,18,85,RL,13,0,1,Inside,SFoyer,WD,Normal,147000
4,2730,1,37,160,RM,15,1,1,Inside,2Story,WD,Normal,83500
8,4988,3,4,60,FV,6,1,1,Inside,2Story,WD,Normal,252000
7,4388,2,2,160,RM,16,1,0,Inside,2Story,WD,Normal,137500
8,3741,2,1,120,FV,6,1,0,Inside,1Story,WD,Normal,197000
3,2080,2,59,90,RL,12,0,0,Corner,1Story,WD,Normal,92900
7,3104,2,9,160,FV,6,1,0,Inside,2Story,WD,Normal,160000
6,4569,2,83,50,RL,24,1,1,Inside,1.5Fin,WD,Normal,136500
5,3264,2,41,20,RL,12,1,0,Corner,1Story,WD,Normal,146000
5,2808,1,54,20,RL,12,1,0,Inside,1Story,WD,Normal,129000
6,3942,2,1,20,RL,1,1,0,Inside,1Story,WD,Normal,176432
6,3394,0,93,70,RM,14,1,1,Inside,2Story,WD,Normal,127000
8,3250,2,21,120,RL,19,1,0,Inside,1Story,WD,Normal,170000
4,3320,1,73,50,RM,9,0,0,Inside,1.5Fin,WD,Normal,128000
7,4473,2,31,20,RL,7,0,0,Inside,1Story,COD,Abnorml,157000
2,1166,1,89,30,RL,24,0,0,Inside,1Story,WD,Normal,60000
5,2850,1,36,20,RL,12,0,0,Inside,1Story,WD,Normal,119500
5,3278,1,47,20,RL,12,1,0,Inside,1Story,WD,Family,135000
6,3043,2,47,20,RL,12,1,0,Corner,1Story,WD,Normal,159500
5,3234,2,37,160,RM,23,0,0,Inside,2Story,WD,Normal,106000
8,6707,2,16,60,RL,4,1,1,Corner,2Story,WD,Normal,325000
7,3794,2,17,20,RL,13,1,0,Corner,1Story,WD,Normal,179900
7,4910,2,0,60,RL,18,1,0,CulDSac,2Story,New,Partial,274725
6,4304,2,7,60,RL,18,1,1,Inside,2Story,WD,Abnorml,181000
8,5508,3,5,20,RL,11,1,1,Inside,1Story,WD,Normal,280000
6,4089,2,13,60,RL,18,1,1,Inside,2Story,WD,Normal,188000
7,4731,2,32,60,RL,7,1,0,Inside,2Story,WD,Normal,205000
5,2448,1,49,20,RL,12,0,0,Corner,1Story,WD,Normal,129900
5,3024,1,54,20,RL,12,1,0,Inside,1Story,WD,Normal,134500
5,2499,1,52,20,RL,8,0,0,Inside,1Story,WD,Normal,117000
8,5202,3,0,20,RL,11,0,0,Inside,1Story,New,Partial,318000
8,3246,2,7,80,RL,18,0,1,Inside,SLvl,WD,Normal,184100
5,2682,2,41,20,RL,10,0,0,FR2,1Story,WD,Normal,130000
5,3735,1,50,80,RL,10,1,1,Inside,SLvl,WD,Normal,140000
5,3120,1,47,20,RL,12,1,1,Inside,1Story,WD,Normal,133700
6,3036,1,87,30,RM,14,1,0,Inside,1Story,WD,Normal,118400
7,4656,3,1,20,RL,1,1,1,Inside,1Story,New,Partial,212900
4,2592,1,53,20,RL,16,1,1,Corner,1Story,COD,Abnorml,112000
5,2094,0,62,20,RL,16,1,0,Inside,1Story,WD,Normal,118000
7,3348,2,15,80,RL,18,1,1,Inside,SLvl,WD,Normal,163900
4,3015,2,54,20,RL,12,0,0,Inside,1Story,WD,Normal,115000
7,4483,3,2,120,RL,22,1,1,Inside,1Story,WD,Normal,174000
7,4590,3,3,20,RL,18,1,1,Corner,1Story,WD,Family,259000
7,4765,2,3,60,RL,18,1,1,Inside,2Story,WD,Normal,215000
5,2808,2,27,90,RM,8,0,1,Inside,SFoyer,WD,Normal,140000
4,5084,2,81,50,RL,24,1,1,Inside,1.5Fin,WD,Normal,135000
5,2922,0,16,20,RL,5,1,0,Inside,1Story,Oth,Abnorml,93500
6,5428,1,127,70,RM,8,1,0,Inside,2Story,WD,Normal,117500
8,5168,2,14,60,RL,13,1,0,Inside,2Story,WD,Normal,239500
6,4116,2,10,60,RL,18,1,1,Inside,2Story,WD,Normal,169000
6,2932,1,81,30,RM,9,1,0,Corner,1Story,WD,Normal,102000
6,3536,1,58,50,RL,12,1,0,Inside,1.5Fin,WD,Abnorml,119000
5,2820,0,135,50,RL,10,1,0,Inside,1.5Fin,WD,Normal,94000
6,4701,2,32,20,RL,5,1,1,Inside,1Story,WD,Normal,196000
5,3249,2,87,30,RL,9,1,0,Inside,1Story,WD,Normal,144000
5,2856,2,57,20,RL,12,0,0,Corner,1Story,COD,Abnorml,139000
5,4516,2,33,60,RL,7,1,1,CulDSac,2Story,WD,Normal,197500
8,7122,3,1,60,RL,1,1,1,Inside,2Story,New,Partial,424870
5,3018,0,49,20,RL,10,1,0,Inside,1Story,WD,Normal,80000
4,2520,1,69,190,RL,16,0,0,Inside,1.5Fin,WD,Normal,80000
5,4194,1,78,50,RM,9,0,0,Inside,1.5Fin,WD,Family,149000
6,3894,2,21,20,RL,13,1,1,Inside,1Story,WD,Normal,180000
7,3832,1,68,70,RL,3,0,0,Inside,2Story,WD,Normal,174500
7,2794,1,82,50,RM,8,1,0,Inside,1.5Fin,WD,Normal,116900
7,3614,2,89,70,RM,8,0,0,Inside,2Story,WD,Normal,143000
6,2796,1,57,20,RL,12,1,0,Inside,1Story,WD,Normal,124000
5,4398,2,47,20,RL,16,1,0,Inside,1Story,WD,Normal,149900
6,4695,2,50,20,RL,3,1,0,Inside,1Story,WD,Abnorml,230000
6,2448,1,78,30,RM,14,1,0,Corner,1Story,WD,Normal,120500
7,4504,2,43,60,RL,12,1,1,Inside,2Story,WD,Normal,201800
5,4311,2,31,20,RL,2,1,0,Corner,1Story,WD,Normal,218000
5,3749,2,43,80,RL,12,1,0,Inside,SLvl,WD,Normal,179900
7,3942,2,2,120,RL,11,1,1,Inside,1Story,WD,Normal,230000
8,4740,3,1,20,RL,6,1,0,FR2,1Story,ConLD,Partial,235128
6,4653,2,34,60,RL,7,1,0,Inside,2Story,WD,Normal,185000
6,3767,2,32,160,RL,21,0,1,Inside,2Story,WD,Normal,146000
6,4576,2,54,20,RL,3,1,1,CulDSac,1Story,WD,Normal,224000
5,2682,2,39,20,RL,10,0,0,Inside,1Story,WD,Normal,129000
4,3714,2,39,90,RL,10,0,1,Inside,SFoyer,WD,Alloca,108959
5,4224,2,29,80,RL,2,1,1,FR2,SLvl,WD,Normal,194000
