OverallQual,TotalArea,GarageCars,PropertyAge,MSSubClass,MSZoning,Neighborhood,HasPorch,HasDeck,LotConfig,HouseStyle,SaleType,SaleCondition,SalePrice
7,4506,2,0,20,RL,11,1,0,Inside,1Story,New,Partial,233170
8,5082,3,2,20,RL,1,1,1,Corner,1Story,WD,Normal,245350
6,4301,2,6,60,RL,18,1,0,Inside,2Story,WD,Normal,173000
6,5343,2,73,70,RL,16,1,0,Corner,2Story,WD,Normal,235000
10,9184,3,11,60,RL,4,1,1,CulDSac,2Story,WD,Normal,625000
6,3332,1,31,80,RL,5,0,1,Inside,SLvl,WD,Normal,171000
6,3783,2,50,20,RL,12,1,0,Inside,1Story,WD,Normal,163000
7,3125,2,2,160,FV,6,1,0,Inside,2Story,WD,Normal,171900
5,7291,0,61,50,RL,20,0,1,Inside,1.5Fin,WD,Normal,200500
6,5642,2,74,70,RL,3,0,0,Inside,2Story,WD,Normal,239000
8,7427,2,15,50,RL,4,1,0,Inside,1.5Fin,WD,Normal,285000
5,2722,1,24,20,RL,5,0,1,CulDSac,1Story,WD,Normal,119500
6,3266,1,83,50,RM,8,1,0,Inside,1.5Fin,WD,Normal,115000
5,3417,1,88,50,RL,3,1,1,FR2,1.5Fin,WD,Normal,154900
5,2248,0,52,20,RL,16,1,0,Corner,1Story,WD,Normal,93000
7,6244,2,16,60,RL,17,0,0,Corner,2Story,WD,Normal,250000
8,4904,2,0,120,RM,3,1,1,Inside,1Story,New,Partial,392500
10,10000,3,11,60,RL,4,1,1,Corner,2Story,WD,Abnorml,745000
5,3380,2,86,30,RL,8,0,1,Inside,1Story,WD,Normal,120000
5,4716,3,44,20,RL,17,1,0,Inside,1Story,WD,Normal,186700
5,3226,1,82,50,RL,16,1,0,Inside,1.5Fin,WD,Normal,104900
3,4376,2,109,190,RL,8,1,0,Corner,2Story,WD,Abnorml,95000
8,4872,3,12,20,RL,4,1,0,Corner,1Story,WD,Normal,262000
7,4151,2,7,60,RL,1,1,1,Inside,2Story,WD,Normal,195000
7,4602,2,11,60,RL,18,1,1,Inside,2Story,WD,Normal,189000
4,4493,4,46,190,RL,5,0,1,Inside,1Story,WD,Normal,168000
8,3658,2,8,160,FV,6,0,1,Inside,2Story,WD,Normal,174000
5,3646,1,82,50,RM,8,1,0,Inside,1.5Fin,WD,Normal,125000
6,3672,2,10,120,RM,5,1,0,FR2,1Story,WD,Normal,165000
6,3367,1,41,60,RL,10,1,1,Corner,2Story,WD,Normal,158000
6,3640,2,3,60,RL,18,1,1,Inside,2Story,WD,Normal,176000
7,4605,3,0,60,RL,18,1,1,Inside,2Story,New,Partial,219210
7,4195,1,90,75,RM,8,1,0,Corner,2.5Unf,ConLw,Normal,144000
7,3636,2,8,20,RL,1,0,1,Inside,1Story,WD,Normal,178000
4,3815,2,43,20,RL,10,1,0,Inside,1Story,WD,Normal,148000
4,2592,1,36,20,RL,12,0,0,Inside,1Story,Oth,Abnorml,116050
7,4424,2,11,60,RL,1,1,1,Corner,2Story,WD,Normal,197900
5,3580,1,84,50,RM,9,1,0,Corner,1.5Fin,WD,Normal,117000
7,4890,2,9,20,RL,1,1,1,Inside,1Story,WD,Normal,213000
5,3204,2,31,20,RL,7,1,0,Inside,1Story,WD,Normal,153500
7,6550,3,19,20,RL,13,1,1,CulDSac,1Story,WD,Normal,271900
4,3168,1,40,20,RH,13,1,0,Inside,1Story,WD,Normal,107000
6,5082,2,3,20,RL,1,1,1,Inside,1Story,WD,Normal,200000
5,3497,2,46,20,RL,12,0,0,Inside,1Story,WD,Normal,140000
8,4980,2,0,20,RL,6,1,1,CulDSac,1Story,New,Partial,290000
6,4745,2,18,60,RL,13,1,1,Inside,2Story,WD,Normal,189000
8,4063,2,22,50,RL,18,1,1,Inside,1.5Fin,WD,Normal,164000
4,2016,1,68,30,RL,16,1,0,Inside,1Story,WD,Normal,113000
4,2568,1,41,80,RL,10,0,1,CulDSac,SLvl,WD,Normal,145000
5,2923,1,44,85,RL,12,1,1,Inside,SFoyer,WD,Normal,134500
5,2682,1,41,20,RL,10,0,0,Inside,1Story,WD,Normal,125000
6,3804,2,32,90,RM,10,0,0,Inside,1.5Fin,WD,Normal,112000
8,3928,2,0,20,FV,6,1,1,Inside,1Story,New,Partial,229456
4,1824,0,59,50,RM,9,0,0,Inside,1.5Fin,WD,Normal,80500
6,3108,0,35,160,RM,23,0,1,Inside,2Story,WD,Abnorml,91500
5,2736,1,42,20,RL,12,0,0,Inside,1Story,WD,Abnorml,115000
5,3374,1,40,20,RL,10,1,0,Inside,1Story,WD,Normal,134000
6,4732,1,58,50,RL,12,0,0,Inside,1.5Fin,WD,Normal,143000
5,6408,2,55,20,RL,12,1,0,Inside,1Story,WD,Normal,137900
7,3768,2,4,60,RL,18,1,1,Inside,2Story,WD,Normal,184000
6,2864,1,49,80,RL,12,0,1,Inside,SLvl,WD,Normal,145000
6,4760,3,1,60,RL,6,1,1,CulDSac,2Story,WD,Normal,214000
5,2736,2,43,20,RL,12,1,0,Corner,1Story,WD,Normal,147000
9,5106,3,0,120,RL,11,1,0,Corner,1Story,New,Partial,367294
5,4089,1,48,80,RL,12,0,0,Inside,SLvl,WD,Normal,127000
5,6601,2,30,90,RL,10,1,1,Inside,1.5Fin,WD,Normal,190000
5,3486,2,44,90,RL,12,1,0,Inside,SLvl,WD,Normal,132500
4,2448,2,45,90,RL,12,0,0,FR2,1Story,WD,Normal,101800
5,3564,2,51,20,RL,12,0,0,Inside,1Story,COD,Abnorml,142000
5,4868,0,97,70,RH,24,1,0,Inside,2Story,WD,Abnorml,130000
5,4315,1,92,70,RL,3,1,1,Inside,2Story,WD,Normal,138887
7,4016,2,7,160,RL,11,1,0,Inside,2Story,WD,Normal,175500
7,4743,2,2,60,RL,1,1,1,FR2,2Story,WD,Normal,195000
6,3423,2,1,20,RL,13,0,0,Inside,1Story,WD,Abnorml,142500
8,4444,2,1,20,RL,17,1,1,Inside,1Story,WD,Normal,265900
7,4420,2,5,60,RL,1,1,0,Inside,2Story,WD,Normal,224900
7,5067,3,0,20,RL,6,1,0,Inside,1Story,New,Partial,248328
7,3399,2,36,85,RL,7,1,0,Inside,SFoyer,WD,Family,170000
10,6228,3,0,20,RL,11,1,1,Inside,1Story,New,Partial,465000
8,3826,2,77,70,RL,3,0,0,Corner,2Story,WD,Normal,230000
6,4321,2,23,80,RL,7,1,1,Inside,SLvl,WD,Abnorml,178000
7,3862,2,1,60,FV,6,1,0,Inside,2Story,New,Partial,186500
6,3080,3,34,80,RL,5,0,0,Inside,SLvl,WD,Normal,169900
6,4851,2,91,75,RM,8,1,0,Inside,2.5Unf,WD,Normal,129500
5,2852,1,57,20,RL,12,1,0,Inside,1Story,WD,Normal,119000
7,6330,2,42,20,RL,12,0,0,Corner,1Story,WD,Normal,244000
7,4215,2,3,120,RL,11,1,1,Corner,1Story,WD,Normal,171750
5,2612,1,41,20,RL,5,0,1,Inside,1Story,WD,Normal,130000
7,5526,2,33,60,RL,2,1,1,Inside,2Story,WD,Normal,294000
7,4058,2,5,60,RL,16,1,1,Inside,2Story,WD,Normal,165400
6,3618,1,76,50,RM,9,1,0,Inside,1.5Fin,WD,Normal,127500
8,5960,2,14,20,RL,4,1,1,Corner,1Story,WD,Normal,301500
5,2592,0,87,30,RL,16,1,0,Corner,1Story,WD,Normal,99900
7,3188,2,3,80,RL,18,0,1,Inside,SLvl,WD,Normal,190000
6,3162,2,39,20,RL,12,1,1,FR2,1Story,WD,Normal,151000
6,4191,2,10,60,RL,18,1,0,CulDSac,2Story,WD,Normal,181000
5,3150,1,53,20,RL,12,0,0,Inside,1Story,WD,Normal,128900
4,4680,1,52,50,RL,20,0,1,Inside,1.5Fin,WD,Normal,161500
6,4412,2,88,70,RL,9,1,0,Inside,2Story,WD,Normal,180500
6,4079,2,10,120,RH,12,1,1,Inside,1Story,COD,Abnorml,181000
7,3595,2,7,160,FV,6,1,0,FR3,2Story,WD,Normal,183900
7,4703,1,97,190,RM,8,1,0,Inside,2.5Unf,WD,Normal,122000
9,6038,3,2,20,RL,17,1,1,Inside,1Story,WD,Normal,378500
8,7622,3,73,50,RL,3,1,1,Inside,1.5Fin,WD,Normal,381000
5,3922,1,49,50,RL,12,0,0,Inside,1.5Fin,WD,Normal,144000
7,4380,2,31,40,RL,20,0,1,Inside,1Story,WD,Normal,260000
6,4467,2,41,20,RL,7,0,0,Inside,1Story,WD,Normal,185750
5,2805,1,41,20,RL,10,0,1,CulDSac,1Story,WD,Normal,137000
6,3733,1,49,80,RL,16,1,0,Corner,SLvl,WD,Normal,177000
5,3161,2,97,50,RL,3,1,1,Corner,1.5Fin,WD,Normal,139000
5,4768,2,59,90,RL,12,0,0,Corner,2Story,WD,Normal,137000
6,3513,2,37,60,RL,7,1,1,CulDSac,2Story,WD,Normal,162000
6,5128,2,42,80,RL,7,0,0,CulDSac,SLvl,WD,Normal,197900
8,5190,2,6,60,RL,1,1,0,Inside,2Story,WD,Normal,237000
4,2954,2,90,50,C (all),14,1,1,Inside,1.5Fin,COD,Abnorml,68400
7,4719,2,7,20,RL,1,1,0,Inside,1Story,WD,Normal,227000
7,3987,2,16,20,RL,17,1,0,CulDSac,1Story,WD,Normal,180000
5,3120,2,32,20,RL,1,1,0,Inside,1Story,WD,Normal,150500
6,4560,0,39,90,RL,5,0,1,Corner,2Story,WD,Normal,139000
6,5698,1,91,50,RL,24,1,1,Inside,1.5Fin,WD,Normal,169000
6,3604,1,70,50,RM,9,0,1,Inside,1.5Fin,WD,Normal,132500
6,3984,2,47,20,RL,7,1,0,Inside,1Story,WD,Normal,143000
5,4788,2,42,20,RL,20,1,1,Inside,1Story,WD,Normal,190000
8,4819,2,9,120,RL,19,1,1,Inside,1Story,WD,Normal,278000
8,5025,3,0,60,RL,11,1,1,Inside,2Story,New,Partial,281000
5,3456,2,46,80,RL,12,0,1,Corner,SLvl,WD,Normal,180500
5,3234,1,37,160,RM,23,0,1,Inside,2Story,WD,Normal,119500
5,5738,1,117,70,RM,8,1,0,Corner,2Story,WD,Normal,107500
7,4160,2,30,60,RL,7,1,0,Inside,2Story,WD,Normal,162900
5,2592,2,51,20,RL,16,0,0,Inside,1Story,WD,Normal,115000
5,3156,1,38,20,RL,12,0,1,Inside,1Story,WD,Normal,138500
5,3376,2,45,20,RL,12,1,1,Inside,1Story,WD,Normal,155000
6,2691,2,1,180,RM,16,1,0,Inside,SFoyer,New,Partial,140000
10,10000,2,0,60,RL,16,1,1,Corner,2Story,New,Partial,160000
5,3738,1,51,20,RL,12,0,1,Inside,1Story,WD,Normal,154000
7,4944,2,10,60,RL,18,0,0,CulDSac,2Story,WD,Normal,225000
6,3759,1,67,70,RL,3,1,0,Inside,2Story,WD,Normal,177500
8,6217,3,12,60,RL,4,1,1,Inside,2Story,WD,Normal,290000
7,4848,3,1,20,RL,6,1,1,Inside,1Story,WD,Normal,232000
7,4392,2,2,160,RM,16,1,0,Inside,2Story,WD,Normal,130000
9,4956,2,3,20,RL,11,1,1,Corner,1Story,WD,Normal,325000
7,4104,2,1,120,RL,11,1,1,Inside,1Story,New,Partial,202500
5,2970,2,15,20,RL,1,1,0,Inside,1Story,WD,Normal,138000
5,3168,2,60,20,RM,8,1,0,Inside,1Story,WD,Normal,147000
6,3866,2,17,20,RL,13,1,1,Inside,1Story,WD,Normal,179200
7,5706,2,51,20,RL,3,1,0,Inside,1Story,WD,Normal,335000
7,3822,2,2,20,RL,1,1,1,Inside,1Story,New,Partial,203000
8,7073,2,17,60,RL,4,0,1,Inside,2Story,WD,Normal,302000
9,6591,3,11,60,RL,4,1,1,Corner,2Story,WD,Normal,333168
4,2844,1,53,20,RL,16,1,0,Inside,1Story,WD,Normal,119000
6,5176,2,39,60,RL,12,0,1,Inside,2Story,WD,Normal,206900
8,4882,3,1,20,RL,1,1,1,Inside,1Story,WD,Normal,295493
7,4056,2,1,120,FV,6,1,0,Corner,1Story,New,Partial,208900
8,5327,3,5,20,RL,1,1,1,CulDSac,1Story,WD,Normal,275000
4,2760,1,53,20,RL,16,0,0,Inside,1Story,WD,Normal,111000
6,4434,2,52,20,RL,12,1,1,Inside,1Story,WD,Normal,156500
3,1440,1,59,20,RL,9,0,0,Corner,1Story,WD,Normal,72500
7,4596,2,18,60,RL,4,1,1,Inside,2Story,WD,Normal,190000
4,1836,0,69,30,RL,9,0,1,Inside,1Story,WD,Normal,82500
8,5385,3,1,20,RL,6,1,0,Inside,1Story,New,Partial,147000
4,2388,0,86,30,RM,14,1,0,Inside,1Story,WD,Normal,55000
3,2092,0,76,30,RH,16,1,0,Inside,1Story,WD,Normal,79000
5,2448,1,26,20,RL,5,0,0,Inside,1Story,WD,Normal,130500
6,7094,2,88,50,RM,8,1,0,Corner,1.5Fin,WD,Normal,256000
7,4199,2,8,60,RL,18,1,0,Inside,2Story,WD,Normal,176500
8,4764,3,1,20,RL,6,1,1,Inside,1Story,WD,Normal,227000
5,2819,2,30,80,RL,1,0,0,Inside,SLvl,WD,Normal,132500
4,2448,1,71,20,RL,16,0,0,Inside,1Story,WD,Normal,100000
5,3523,1,68,50,RM,14,1,0,Corner,1.5Fin,WD,Normal,125500
5,3495,2,39,160,RM,23,1,0,Inside,2Story,WD,Normal,125000
6,4018,2,32,20,RL,7,1,0,Inside,1Story,WD,Normal,167900
5,4968,2,35,90,RL,7,1,0,Inside,1Story,WD,Normal,135000
4,2079,0,65,30,RM,8,1,0,Corner,1Story,WD,Normal,52500
7,4638,2,4,60,RL,1,1,1,Corner,2Story,WD,Normal,200000
5,2592,1,34,20,RL,1,0,0,Corner,1Story,WD,Normal,128500
4,2602,4,36,20,RL,12,0,0,Inside,1Story,WD,Normal,123000
6,3342,2,5,20,RL,13,1,0,Inside,1Story,WD,Normal,155000
8,5622,2,5,60,RL,1,1,1,Inside,2Story,WD,Normal,228500
6,4722,2,81,50,RL,3,0,0,Inside,1.5Fin,WD,Normal,177000
7,3640,2,1,60,RL,1,0,0,Corner,2Story,New,Partial,155835
4,2880,1,87,30,RM,8,1,0,Inside,1Story,WD,Normal,108500
7,5880,2,38,20,RL,7,1,0,CulDSac,1Story,WD,Normal,262500
8,5284,3,1,20,RL,17,0,0,Corner,1Story,New,Partial,283463
7,4470,2,9,20,RL,13,1,1,Inside,1Story,WD,Normal,215000
8,5195,0,136,70,RM,8,1,0,Inside,2Story,WD,Normal,122000
5,6516,4,40,90,RL,12,0,0,Inside,2Story,WD,Normal,200000
6,4290,2,46,60,RL,12,1,0,Inside,2Story,WD,Normal,171000
6,3050,2,72,50,RM,9,0,1,Inside,1.5Fin,WD,Normal,134900
8,8509,3,15,50,RL,4,1,1,CulDSac,1.5Fin,WD,Normal,410000
7,4722,3,8,60,RL,1,1,0,Inside,2Story,WD,Normal,235000
7,4410,2,38,80,RL,7,1,0,Inside,SLvl,WD,Normal,170000
5,2648,1,42,20,RL,12,0,0,Corner,1Story,WD,Normal,110000
5,3234,2,39,20,RL,12,0,0,CulDSac,1Story,WD,Normal,149900
6,3902,2,10,160,FV,6,1,0,Inside,2Story,WD,Normal,177500
9,5940,3,2,20,RL,11,1,1,FR3,1Story,WD,Normal,315000
5,5814,2,87,70,RL,24,1,1,Inside,2Story,WD,Normal,189000
7,4590,2,4,20,RL,19,1,1,Inside,1Story,WD,Normal,260000
4,4191,1,89,50,RL,12,0,1,FR2,1.5Fin,WD,Normal,104900
6,3440,2,1,60,RL,18,1,0,Inside,2Story,New,Partial,156932
7,2920,2,1,160,FV,6,1,0,Inside,2Story,WD,Abnorml,144152
7,4162,2,10,60,FV,6,1,0,Inside,2Story,WD,Normal,216000
7,4453,2,9,60,RL,1,1,0,Inside,2Story,WD,Abnorml,193000
5,3707,1,29,160,RM,15,1,1,Inside,2Story,WD,Normal,127000
6,2544,2,6,120,RM,1,0,1,Inside,1Story,WD,Normal,144000
8,4993,2,7,20,RL,1,1,0,FR2,1Story,WD,Normal,232000
4,3588,1,89,50,RL,8,1,0,Corner,1.5Fin,WD,Normal,105000
6,4314,1,53,80,RL,12,1,0,Inside,SLvl,WD,Normal,165500
7,5302,2,8,60,RL,1,1,1,Corner,2Story,WD,Normal,274300
10,7899,3,6,20,RL,4,1,1,Inside,1Story,WD,Normal,466500
7,4942,3,3,60,FV,6,1,1,Inside,2Story,WD,Normal,250000
8,4713,3,0,20,RL,17,1,1,Inside,1Story,New,Partial,239000
6,2348,1,78,30,RL,24,1,0,Inside,1Story,WD,Normal,91000
5,4192,2,68,50,RL,16,1,0,Inside,1.5Fin,WD,Normal,117000
6,2457,1,33,160,RM,23,0,1,Inside,2Story,WD,Normal,83000
5,3172,2,2,80,RL,17,0,1,Inside,SLvl,WD,Normal,167500
3,2592,1,96,30,RL,16,1,0,Inside,1Story,WD,Normal,58500
6,5439,2,38,20,RL,12,1,0,Corner,1Story,WD,Normal,237500
7,4120,2,86,70,RM,8,1,1,Corner,2Story,WD,Normal,157000
5,3648,2,89,30,RL,10,1,0,Inside,1Story,WD,Normal,112000
6,3076,1,70,50,RL,16,0,0,Inside,1.5Fin,WD,Normal,105000
4,3104,1,88,50,RM,14,1,0,Inside,1.5Fin,WD,Normal,125500
7,6960,2,28,60,RL,7,1,0,Inside,2Story,WD,Normal,250000
6,5766,1,91,50,RM,8,1,1,Inside,1.5Fin,CWD,Family,136000
9,5238,3,3,20,RL,18,1,1,CulDSac,1Story,WD,Normal,377500
6,3171,2,66,50,RM,9,0,0,Inside,1.5Fin,WD,Normal,131000
7,4575,2,6,20,RL,1,1,1,Inside,1Story,WD,Normal,235000
5,4752,3,42,90,RL,12,1,0,Inside,1Story,WD,Normal,124000
5,2664,1,39,85,RL,12,1,1,Inside,SFoyer,WD,Normal,123000
6,4306,2,103,190,RM,8,1,0,Inside,1.5Fin,WD,Normal,163000
7,4356,3,0,120,RL,22,1,1,Inside,1Story,New,Partial,246578
8,6058,3,2,60,RL,17,1,1,Inside,2Story,WD,Normal,281213
5,4121,2,62,20,RL,17,1,0,Inside,1Story,WD,Normal,160000
5,3965,1,87,70,RM,9,1,1,Inside,2Story,WD,Normal,137500
5,5016,1,59,50,RL,12,1,0,Inside,1.5Fin,WD,Normal,138000
6,4192,1,84,50,RL,24,1,1,Inside,1.5Fin,WD,Normal,137450
6,3178,1,79,50,RM,9,1,0,Corner,1.5Fin,WD,Normal,120000
6,4025,2,4,60,RL,18,1,1,Inside,2Story,WD,Normal,193000
7,3874,2,0,20,RL,1,1,1,Inside,1Story,New,Partial,193879
8,4413,3,0,20,RL,6,1,1,CulDSac,1Story,WD,Normal,282922
3,3100,3,91,50,RL,8,1,1,Corner,1.5Fin,WD,Family,105000
8,4886,2,4,120,RM,3,1,1,Inside,1Story,WD,Normal,275000
5,2304,2,37,85,RL,1,0,1,Corner,SFoyer,WD,Normal,133000
5,2499,0,24,20,RL,5,0,0,Corner,1Story,WD,Normal,112000
4,3348,2,100,70,RM,8,1,0,Inside,2Story,WD,Normal,125500
7,4977,2,22,60,RL,7,1,1,CulDSac,2Story,WD,Normal,215000
7,4624,2,8,60,RL,1,1,0,Inside,2Story,WD,Normal,230000
6,4192,1,59,50,RL,12,0,0,Inside,1.5Fin,WD,Normal,140000
4,2080,2,60,90,RL,12,0,0,Inside,1Story,WD,Normal,90000
8,5532,2,4,20,RL,13,1,1,Corner,1Story,COD,Abnorml,257000
6,4529,2,85,50,RL,9,1,0,Inside,1.5Fin,WD,Normal,207000
7,4524,3,2,120,RL,22,1,1,Inside,1Story,WD,Normal,175900
4,5357,2,125,190,RM,8,1,0,Inside,2Story,WD,Normal,122500
8,6184,3,11,60,RL,4,1,0,Inside,2Story,WD,Normal,340000
5,3432,1,45,20,RL,12,1,0,Inside,1Story,COD,Normal,124000
6,5532,2,37,20,RL,3,1,0,Inside,1Story,WD,Normal,223000
6,3540,2,38,60,RL,7,1,0,Corner,2Story,WD,Normal,179900
6,3207,2,33,120,RL,21,1,0,Inside,1Story,WD,Normal,127500
6,2544,2,5,120,RM,1,0,1,Inside,1Story,WD,Normal,136500
6,5099,2,40,80,RL,16,1,1,CulDSac,SLvl,WD,Alloca,274970
5,3712,1,49,20,RL,12,1,1,Inside,1Story,WD,Normal,144000
6,3756,2,49,20,RL,12,1,0,Inside,1Story,WD,Normal,142000
7,5477,2,14,60,RL,4,1,1,Inside,2Story,WD,Normal,271000
5,4029,1,63,50,RL,12,0,0,Inside,1.5Fin,WD,Normal,140000
5,2396,1,70,30,RM,8,1,0,Corner,1Story,WD,Abnorml,119000
6,4320,2,26,20,RL,7,1,0,Corner,1Story,WD,Normal,182900
5,4408,2,1,60,RL,18,1,1,Inside,2Story,WD,Normal,192140
6,2874,2,33,120,RL,21,1,0,Inside,1Story,WD,Normal,143750
4,2592,1,80,30,RL,8,0,0,Inside,1Story,WD,Normal,64500
6,4520,2,8,60,RL,18,0,0,Inside,2Story,WD,Normal,186500
5,3378,2,29,20,RL,5,1,1,Inside,1Story,WD,Normal,160000
6,4393,2,46,20,RL,12,1,0,Inside,1Story,COD,Abnorml,174000
4,2592,2,36,20,RL,12,0,0,FR2,1Story,WD,Normal,120500
8,5796,3,0,20,RL,11,1,0,FR2,1Story,New,Partial,394617
6,3384,2,53,20,RM,8,1,0,Inside,1Story,WD,Normal,149700
7,3989,2,28,60,RL,7,1,0,Inside,SLvl,WD,Normal,197000
6,5314,2,86,70,RL,3,0,1,Inside,2.5Fin,WD,Normal,191000
6,2544,2,4,120,RM,1,0,1,Inside,1Story,WD,Normal,149300
10,5031,3,1,60,FV,6,1,1,Inside,2Story,WD,Normal,310000
6,2856,1,93,30,RL,9,1,0,Inside,1.5Unf,WD,Normal,121000
7,4266,2,3,20,RL,1,1,1,FR2,1Story,WD,Normal,179600
6,2640,1,41,85,RL,10,1,0,Inside,SFoyer,WD,Normal,129000
5,3564,1,48,20,RL,5,1,1,CulDSac,1Story,WD,Normal,157900
8,5400,2,12,60,RL,1,1,0,Inside,2Story,WD,Normal,240000
4,3252,1,97,50,RL,16,1,1,Inside,2Story,WD,Normal,112000
5,1890,0,36,180,RM,15,0,0,Inside,SFoyer,WD,Abnorml,92000
5,4480,0,35,90,RL,12,1,1,FR2,2Story,WD,Normal,136000
8,4729,3,1,20,RL,6,1,0,Inside,1Story,New,Partial,287090
5,2691,2,1,180,RM,16,1,0,Inside,SLvl,WD,Normal,145000
5,3420,0,0,20,RL,5,1,1,Inside,1Story,WD,Abnorml,84500
7,3663,2,5,20,FV,6,1,0,Inside,1Story,WD,Normal,185000
6,4247,2,8,60,RL,18,1,0,Inside,2Story,WD,Normal,175000
6,5688,2,32,20,RL,7,0,1,Inside,1Story,WD,Normal,210000
7,5832,1,69,70,RL,3,1,0,Inside,2Story,WD,Normal,266500
5,3234,1,60,20,RL,12,1,1,Inside,1Story,WD,Normal,142125
5,3768,1,43,20,RL,16,1,1,Inside,1Story,WD,Normal,147500
